============================== SRIM-2013.00 ==============================
==============================================================================
========== SRIM Outputs\BACKSCATSRIM Outputs\ : File of Backscattered Ions =============
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(20 keV) ==> Tungsten+SiO@2+Silicon(  2.5 um) ===========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
B  608 18 ,6346681E+04 -  1234936E-06  ,6455E+02 -,7097E+01  -,6867737  ,5778598  ,4409308
B  609 18 ,4271529E+04 -  1831980E-06  ,2758E+02 -,2584E+02  -,9131015  ,3911310  ,1151618
B  610 18 ,4734409E+04 -  1879698E-06  ,6073E+02  ,3769E+02  -,8151490  ,5525374  ,1738812
B  611 18 ,9925480E+03 -  7703203E-07  ,4514E+02  ,6828E+02  -,9395555 -,1459931 -,3097121
B  612 18 ,3404991E+03 -  3747579E-07  ,2118E+02  ,1701E+02  -,4123189  ,1085463 -,9045501
B  614 18 ,1320580E+04 -  1375249E-06  ,4395E+01  ,1341E+02  -,7333674  ,6382972  ,2339849
B  615 18 ,6503798E+04 -  1705208E-06  ,7284E+02  ,5103E+01  -,8267055  ,5181104 -,2193618
B  616 18 ,2763827E+04 -  1311910E-06  ,1682E+02 -,1802E+02  -,7307298  ,3595833  ,5802877
B  617 18 ,4701739E+04 -  1064750E-06  ,2659E+02  ,1158E+02  -,6406758  ,4989546  ,5835913
B  618 18 ,4881293E+04 -  3709586E-07  ,6515E+01  ,1163E+02  -,4483717 -,1926825  ,8728324
B  620 18 ,4243704E+02 -  7787391E-07 -,2906E+02 -,9189E+01  -,3661728  ,7965629  ,4810457
B  622 18 ,1983693E+04 -  1274300E-06  ,3256E+02  ,2771E+01  -,6844267  ,4767707  ,5515884
B  624 18 ,5100840E+04 -  9074230E-07  ,3076E+01  ,4508E+01  -,4203168 -,0698844  ,9046822
B  628 18 ,5772003E+04 -  6532919E-07  ,7604E+01  ,2725E+01  -,6457461  ,5940648  ,4796864
B  629 18 ,3835062E+04 -  1468581E-06  ,2617E+02 -,2730E+02  -,8087729 -,3648714 -,4612541
B  630 18 ,5986819E+04 -  4680038E-07  ,9526E+01  ,1234E+02  -,3167362 -,0353330  ,9478553
B  631 18 ,4487769E+04 -  1311430E-06  ,1050E+02 -,9948E+01  -,5736723 -,3901229 -,7202112
B  633 18 ,2159421E+04 -  8663477E-07  ,4095E+02 -,8339E+01  -,6877701  ,2754073 -,6716570
B  637 18 ,2270933E+04 -  1448669E-06  ,1000E+03 -,3875E+02  -,8039978  ,4571619  ,3802506
B  638 18 ,6544275E+03 -  7526891E-07  ,7171E+02  ,7754E+02  -,9756890 -,2176348  ,0258094
B  639 18 ,3612074E+04 -  1777102E-07  ,2111E+02 -,2757E+02  -,8347955 -,4380515 -,3335075
B  640 18 ,1459237E+04 -  8634315E-07  ,4582E+02 -,3193E+02  -,4453401  ,5275085 -,7234687
B  642 18 ,2527952E+04 -  1304982E-06  ,8067E+02  ,4866E+01  -,5900753  ,7933783 -,1495397
B  649 18 ,1479267E+04 -  4952098E-07  ,5413E+02 -,3584E+02  -,8292577  ,5584685  ,0210851
B  650 18 ,1594231E+03 -  8161708E-07  ,1944E+02 -,2606E+02  -,6962934 -,7162212  ,0469331
B  651 18 ,5393725E+04 -  2489513E-07  ,1672E+02  ,9272E+01  -,6221318 -,2782188  ,7318103
B  654 18 ,6793571E+04 -  2172484E-07  ,1658E+02  ,1784E+02  -,1714243  ,1512165  ,9735231
B  656 18 ,6294643E+04 -  1031757E-06  ,7315E+02 -,2863E+02  -,4510220  ,8899490 -,0676014
B  661 18 ,6752287E+04 -  2820356E-07  ,7476E+02 -,2744E+02  -,1685775  ,8681899 -,4667204
B  664 18 ,5673687E+03 -  9116119E-07  ,5936E+02 -,1510E+02  -,6019902  ,5061383 -,6176016
B  666 18 ,3435198E+04 -  5483890E-07  ,2672E+02  ,4450E+02  -,3157765 -,7253662  ,6116609
B  669 18 ,3532116E+03 -  2788094E-07  ,6066E+02 -,6765E+02  -,6816137  ,4565904 -,5717761
B  670 18 ,3061944E+04 -  9617810E-07 -,6374E+01  ,1851E+02  -,4063734 -,8275314  ,3873661
B  672 18 ,6276728E+04 -  5593592E-07  ,3383E+02 -,5512E+01  -,4136342  ,9039716  ,1083608
B  674 18 ,5107987E+03 -  1158265E-06  ,5438E+02 -,1186E+02  -,7534456  ,0107124 -,6574230
B  675 18 ,7301033E+04 -  2390415E-07  ,1273E+02 -,1586E+01  -,4238646  ,8715591 -,2464215
B  677 18 ,3068995E+04 -  2076197E-07  ,1003E+02  ,3023E+02  -,2182052  ,5902205  ,7771913
B  678 18 ,7263239E+04 -  4127697E-07  ,1066E+02 -,6344E+01  -,2234036  ,8106213 -,5412799
B  679 18 ,6404110E+04 -  1656227E-07  ,1889E+02  ,3101E+01  -,3212105  ,8476963  ,4221787
B  680 18 ,1017809E+04 -  3542458E-08  ,7344E+02  ,5599E+02  -,6597428  ,6098035  ,4391801
B  681 18 ,3474404E+04 -  1421078E-06  ,1889E+02  ,2763E+01  -,6805440 -,5438364  ,4910212
B  683 18 ,4154104E+04 -  1136244E-07  ,1523E+02  ,7030E+01  -,8080396 -,4212178  ,4118829
B  684 18 ,3646534E+04 -  1354490E-06  ,5036E+02 -,1618E+02  -,6042667 -,5924923  ,5327426
B  685 18 ,4510499E+04 -  1269073E-06  ,1801E+02  ,6186E+01  -,7820002 -,1899410  ,5936313
B  686 18 ,5666484E+04 -  9996796E-07  ,3762E+02  ,3103E+02  -,4015598  ,2474287  ,8817759
B  692 18 ,3777007E+04 -  5389587E-07  ,2232E+02 -,1968E+01  -,7954732  ,3543353 -,4915982
B  693 18 ,6773884E+04 -  8438764E-07  ,1365E+02 -,7552E+00  -,4043732  ,8851490 -,2302034
B  696 18 ,1977767E+04 -  8805944E-07  ,1561E+02  ,2352E+02  -,5499543 -,8302708  ,0905576
B  697 18 ,6524500E+04 -  7248680E-07  ,4535E+02  ,7383E+01  -,5850332  ,7930400  ,1697754
B  698 18 ,3299224E+03 -  1651647E-06 -,1976E+01 -,4928E+00  -,6990291  ,7145487 -,0279015
B  700 18 ,5912511E+04 -  7460917E-07  ,2182E+02 -,2084E+02  -,4422247  ,1780809 -,8790475
B  704 18 ,1484800E+04 -  1288072E-06  ,5705E+01  ,2646E+02  -,7945951 -,1015270 -,5985908
B  705 18 ,2613729E+04 -  1365364E-06 -,1531E+02  ,3365E+02  -,5878207 -,2525268  ,7685681
B  706 18 ,6645983E+04 -  2716227E-08  ,2779E+02  ,7802E+01  -,6724354  ,3508973  ,6516915
B  708 18 ,5939625E+04 -  5582856E-08  ,1248E+02 -,6637E+01  -,6634634  ,2137347 -,7170313
B  709 18 ,2655334E+04 -  3004044E-07  ,2474E+02 -,1192E+02  -,8842730 -,4557248 -,1018636
B  712 18 ,3041069E+04 -  9457241E-07  ,5881E+02 -,7678E+02  -,7237885  ,6344660 -,2712621
B  713 18 ,4185890E+04 -  5415550E-08  ,5817E+02 -,1546E+01  -,3131152  ,6007054 -,7356031
B  715 18 ,6017723E+04 -  1927568E-08  ,3473E+02  ,2713E+01  -,4590949  ,6250698 -,6312841
B  722 18 ,9112542E+03 -  1483299E-07  ,3606E+02  ,1513E+02  -,9029321 -,1417174 -,4057459
B  726 18 ,1342548E+04 -  1379200E-06  ,5064E+02  ,1101E+02  -,9052468 -,3327023 -,2642677
B  729 18 ,6373586E+04 -  5825792E-07  ,5523E+01  ,3123E-01  -,7324363  ,6807215  ,0124610
B  732 18 ,7094824E+03 -  5758094E-07  ,2698E+02  ,1473E+02  -,9601351 -,2743352 -,0536726
B  734 18 ,3860795E+03 -  5111461E-07  ,1144E+03 -,3788E+02  -,2944491  ,6187687  ,7283028
B  735 18 ,5576968E+04 -  2230477E-06  ,2952E+02  ,3523E+01  -,9809270  ,1772394 -,0798027
B  739 18 ,3911091E+04 -  3652767E-07  ,2908E+02 -,2161E+02  -,4289175 -,0032443 -,9033379
B  741 18 ,3075158E+04 -  1463580E-07  ,2075E+02 -,1520E+02  -,8609970 -,5085267 -,0092072
B  744 18 ,1192012E+04 -  1476140E-07  ,7628E+01  ,4120E+01  -,1391675 -,7568521  ,6385979
B  748 18 ,3063085E+03 -  3221612E-07  ,4471E+02  ,2696E+02  -,2037055 -,9743399 -,0957379
B  749 18 ,6872990E+04 -  3178527E-07  ,1162E+02 -,4159E+00  -,1865875  ,9627678  ,1956100
B  750 18 ,1175971E+04 -  1173937E-06  ,4849E+02 -,3144E+02  -,9421584  ,1014634  ,3194411
B  756 18 ,5467487E+04 -  6659731E-07  ,1387E+02 -,4801E-01  -,4224316  ,8521505 -,3088545
B  759 18 ,2881228E+04 -  1866440E-06  ,3706E+02 -,1807E+02  -,9628195 -,0521156  ,2650709
B  760 18 ,4480788E+04 -  8253549E-07  ,6945E+01 -,2805E+02  -,8387200 -,1346205 -,5276610
B  762 18 ,6899739E+04 -  4395225E-08  ,9145E+01  ,7075E+01  -,1506151  ,6479611  ,7466334
B  763 18 ,4914161E+04 -  1217245E-06  ,3805E+01 -,3405E+02  -,5679812 -,0539836 -,8212692
B  764 18 ,4296623E+03 -  4868583E-07  ,6308E+02 -,3459E+02  -,9904363  ,1338862 -,0333226
B  767 18 ,6278712E+03 -  1269840E-06  ,4597E+02 -,1717E+03  -,5560583  ,2996526 -,7752467
B  772 18 ,1126634E+04 -  6859005E-07  ,1145E+02 -,2504E+02  -,7246164  ,5741075  ,3812239
B  775 18 ,3100240E+04 -  1367083E-06  ,4286E+02  ,2320E+02  -,7530447  ,0111397  ,6578751
B  776 18 ,2251343E+03 -  1296157E-06 -,1130E+02  ,1467E+02  -,7381547 -,5466219 -,3953886
B  777 18 ,5312212E+04 -  2831111E-07  ,5014E+02  ,2934E+02  -,4741024  ,7824154  ,4037983
B  779 18 ,2423241E+04 -  3846957E-08  ,7332E+01 -,2237E+02  -,3121222 -,8462759 -,4317370
B  782 18 ,2151543E+04 -  4249619E-07  ,3444E+02  ,8027E+01  -,2457550 -,2784857  ,9284666
B  785 18 ,8266293E+04 -  1767408E-08  ,2103E+02  ,7644E+01  -,1647339  ,8662336  ,4717013
B  787 18 ,5871637E+04 -  4577537E-07  ,4293E+02  ,1535E+02  -,7881580  ,4178861 -,4518607
B  788 18 ,7918585E+04 -  2830428E-07  ,2380E+02 -,2612E+00  -,2690519  ,9588740 -,0903977
B  789 18 ,2397308E+04 -  1815851E-06 -,1439E+02 -,7117E+01  -,7566133 -,6383695 -,1414947
B  790 18 ,9148240E+03 -  2043071E-07  ,4647E+02  ,5748E+02  -,9903441 -,0528782  ,1281502
B  792 18 ,1337143E+04 -  6932744E-07  ,8078E+02  ,2587E+02  -,8764765  ,4378633  ,2001615
B  794 18 ,3704126E+04 -  6520816E-07  ,1694E+02  ,4366E+01  -,4708391 -,6691839 -,5748943
B  796 18 ,2142904E+03 -  1425622E-06  ,4093E+02  ,5201E+02  -,5922023  ,1987563  ,7808920
B  799 18 ,4956465E+04 -  1843685E-08  ,4498E+02  ,2392E+02  -,8853198 -,3156465  ,3414325
B  800 18 ,4530882E+04 -  9524192E-08  ,1076E+03  ,1641E+02  -,9228000  ,2176077 -,3179420
B  801 18 ,5683552E+04 -  7473704E-07  ,3707E+02 -,2649E+02  -,3361851  ,3706102 -,8658104
B  802 18 ,4063170E+04 -  2019797E-07  ,2428E+02 -,1533E+02  -,7288962  ,4423734 -,5225095
B  805 18 ,4516627E+04 -  1812076E-06  ,6138E+02  ,1293E+01  -,7972988  ,5993131  ,0716828
B  806 18 ,2084282E+04 -  5291766E-07  ,1699E+02 -,4247E+01  -,9553433  ,0889931 -,2817791
B  808 18 ,7962969E+04 -  7817609E-07  ,2700E+02  ,1134E+02  -,4470013  ,6677983  ,5951766
B  814 18 ,2825482E+04 -  1665314E-06  ,5452E+02  ,5675E+02  -,9506958  ,1250398  ,2838003
B  821 18 ,1423237E+04 -  3570124E-07  ,3449E+02  ,6986E+02  -,7120316 -,6812565 -,1700014
B  822 18 ,3806401E+04 -  3271176E-07  ,1252E+02 -,4125E+01  -,7804815 -,6077221 -,1467055
B  824 18 ,4116194E+04 -  9784184E-07  ,8849E+02 -,1875E+02  -,7652027  ,6375684  ,0892820
B  825 18 ,6226222E+04 -  1144357E-06  ,2323E+02 -,1607E+02  -,6168533  ,5752000 -,5372495
B  827 18 ,5318617E+04 -  7788704E-07  ,6471E+02 -,4242E+01  -,6059182  ,5006692  ,6182179
B  828 18 ,3334240E+04 -  4064066E-07  ,9862E+02 -,3299E+01  -,3591834  ,9331824 -,0125632
B  829 18 ,3671162E+04 -  1129696E-06  ,2845E+02 -,1434E+01  -,5933023  ,3229994  ,7373356
B  831 18 ,2001490E+04 -  1265507E-06  ,1177E+02 -,7894E+01  -,6303494 -,0595023 -,7740279
B  832 18 ,7306241E+04 -  8693815E-07  ,1858E+02  ,3888E+01  -,3777095  ,7887080  ,4850518
B  838 18 ,4206639E+04 -  1573825E-06  ,2944E+02  ,4718E+01  -,8697230  ,3245886  ,3717852
B  839 18 ,5557666E+04 -  1688078E-06  ,8390E+01 -,1792E+01  -,8441204  ,4002507 -,3567353
B  841 18 ,5142693E+03 -  8856560E-07  ,1871E+03  ,2024E+01  -,4791033 -,8266841  ,2950481
B  848 18 ,7326592E+04 -  3555193E-07  ,4505E+02  ,6941E+01  -,2226950  ,9447520  ,2405215
B  852 18 ,6787151E+04 -  6349867E-08  ,1125E+02 -,2882E+01  -,6251565  ,5315974 -,5714749
B  856 18 ,4604574E+04 -  1182062E-06  ,2006E+02 -,1817E+02  -,9423347 -,2205247 -,2517424
B  858 18 ,1107602E+04 -  2252251E-06  ,1069E+03 -,1726E+01  -,9723542  ,0038590  ,2334791
B  859 18 ,2990060E+04 -  2156597E-06  ,6325E+02 -,7587E+01  -,9910685  ,0119530 -,1328171
B  860 18 ,1415901E+04 -  6390862E-07 -,2330E+02 -,8942E+01  -,4930604 -,8617282  ,1196491
B  863 18 ,7309655E+04 -  3597873E-07  ,2336E+02  ,9052E+01  -,1772492  ,8982056  ,4022554
B  864 18 ,1013275E+04 -  1603538E-06  ,3915E+02 -,7449E+02  -,9574387  ,0801830  ,2772757
B  865 18 ,7617987E+04 -  5888612E-07  ,8596E+01 -,2458E+01  -,2691298  ,8731654 -,4063881
B  869 18 ,5470444E+04 -  8247243E-07  ,6942E+02  ,1256E+02  -,5177824  ,7587814  ,3951610
B  870 18 ,7584047E+04 -  5634725E-07  ,2851E+02 -,5084E+00  -,4035241  ,9080579 -,1122461
B  873 18 ,7284328E+04 -  6617874E-08  ,5705E+02  ,1938E+02  -,2402484  ,6185733  ,7480961
B  875 18 ,2895362E+04 -  9052400E-07  ,1696E+02  ,4007E+02  -,8255285 -,3590842  ,4353863
B  879 18 ,8122440E+04 -  4513249E-08  ,1827E+02  ,4736E+00  -,1898271  ,9792353 -,0711605
B  880 18 ,2362698E+03 -  4111010E-07 -,4783E+01  ,6580E+01  -,3216256  ,8342204 -,4479211
B  881 18 ,2446361E+04 -  1254932E-06  ,1151E+02 -,1283E+02  -,6233989  ,0202780 -,7816410
B  882 18 ,4862197E+04 -  4762598E-07  ,6032E+02 -,6463E+02  -,7194628  ,0591927 -,6920039
B  884 18 ,1035548E+03 -  7721776E-07 -,8340E+01 -,4698E+01  -,3865535  ,7185242  ,5781863
B  887 18 ,7428586E+04 -  9440605E-07  ,3875E+02 -,7859E+01  -,4774728  ,8454905 -,2390932
B  890 18 ,3846915E+04 -  5730195E-07  ,6046E+00 -,7103E+01  -,5329739 -,2393820 -,8115634
B  891 18 ,4245158E+04 -  6111147E-07  ,2945E+01 -,7376E+01  -,5470455 -,6620906 -,5122277
B  892 18 ,3236164E+04 -  1467187E-06  ,5839E+02 -,1466E+02  -,7302039 -,2708123  ,6272662
B  898 18 ,6155276E+04 -  6014708E-07  ,4673E+02  ,1161E+02  -,3046756  ,8096814  ,5015863
B  899 18 ,6475357E+04 -  1105730E-06  ,3613E+02 -,9140E+01  -,6791530  ,5239717 -,5140086
B  902 18 ,5726328E+04 -  1111280E-06  ,1441E+02  ,2270E+01  -,8138858  ,5533939  ,1770455
B  905 18 ,2608118E+04 -  1681730E-06  ,2167E+02 -,1857E+02  -,6970435 -,7150533 -,0531888
B  908 18 ,6896499E+04 -  1268713E-06  ,6216E+01  ,1593E+01  -,5138253  ,7977662  ,3155196
B  915 18 ,4416212E+04 -  1205700E-06  ,7837E+02  ,6192E+01  -,8982017  ,0981256  ,4284917
B  917 18 ,6743784E+04 -  1395804E-06  ,2705E+02  ,3112E-02  -,5755736  ,8177124  ,0078431
B  919 18 ,3475295E+04 -  7034418E-07  ,1625E+02 -,2440E+02  -,6897976 -,7040266 -,1688958
B  920 18 ,6681065E+04 -  4389088E-07  ,2412E+02 -,8666E+01  -,5355080  ,6699133 -,5142444
